code,year,population,month,vlookup
OR,2005,3613202,3,OR+2005+3
PA,2005,12449990,3,PA+2005+3
RI,2005,1067916,3,RI+2005+3
SC,2005,4270150,3,SC+2005+3
SD,2005,775493,3,SD+2005+3
TN,2005,5991057,3,TN+2005+3
TX,2005,22778123,3,TX+2005+3
UT,2005,2457719,3,UT+2005+3
VT,2005,621215,3,VT+2005+3
VA,2005,7577105,3,VA+2005+3
WA,2005,6257305,3,WA+2005+3
WV,2005,1820492,3,WV+2005+3
WI,2005,5546166,3,WI+2005+3
WY,2005,514157,3,WY+2005+3
PR,2005,3821362,3,PR+2005+3
AL,2005,4569805,4,AL+2005+4
AK,2005,666946,4,AK+2005+4
AZ,2005,5839077,4,AZ+2005+4
AR,2005,2781097,4,AR+2005+4
CA,2005,35827943,4,CA+2005+4
CO,2005,4631888,4,CO+2005+4
CT,2005,3506956,4,CT+2005+4
DE,2005,845150,4,DE+2005+4
DC,2005,567136,4,DC+2005+4
FL,2005,17842038,4,FL+2005+4
GA,2005,8925922,4,GA+2005+4
HI,2005,1292729,4,HI+2005+4
ID,2005,1428241,4,ID+2005+4
IL,2005,12609903,4,IL+2005+4
IN,2005,6278616,4,IN+2005+4
IA,2005,2964454,4,IA+2005+4
KS,2005,2745299,4,KS+2005+4
KY,2005,4182742,4,KY+2005+4
LA,2005,4576628,4,LA+2005+4
ME,2005,1318787,4,ME+2005+4
MD,2005,5592379,4,MD+2005+4
MA,2005,6403290,4,MA+2005+4
MI,2005,10051137,4,MI+2005+4
MN,2005,5119598,4,MN+2005+4
MS,2005,2905943,4,MS+2005+4
MO,2005,5790300,4,MO+2005+4
MT,2005,940102,4,MT+2005+4
NE,2005,1761497,4,NE+2005+4
NV,2005,2432143,4,NV+2005+4
NH,2005,1298492,4,NH+2005+4
NJ,2005,8651974,4,NJ+2005+4
NM,2005,1932274,4,NM+2005+4
NY,2005,19132610,4,NY+2005+4
NC,2005,8705407,4,NC+2005+4
ND,2005,646089,4,ND+2005+4
OH,2005,11463320,4,OH+2005+4
OK,2005,3548597,4,OK+2005+4
OR,2005,3613202,4,OR+2005+4
PA,2005,12449990,4,PA+2005+4
RI,2005,1067916,4,RI+2005+4
SC,2005,4270150,4,SC+2005+4
SD,2005,775493,4,SD+2005+4
TN,2005,5991057,4,TN+2005+4
TX,2005,22778123,4,TX+2005+4
UT,2005,2457719,4,UT+2005+4
VT,2005,621215,4,VT+2005+4
VA,2005,7577105,4,VA+2005+4
WA,2005,6257305,4,WA+2005+4
WV,2005,1820492,4,WV+2005+4
WI,2005,5546166,4,WI+2005+4
WY,2005,514157,4,WY+2005+4
PR,2005,3821362,4,PR+2005+4
AL,2005,4569805,5,AL+2005+5
AK,2005,666946,5,AK+2005+5
AZ,2005,5839077,5,AZ+2005+5
AR,2005,2781097,5,AR+2005+5
CA,2005,35827943,5,CA+2005+5
CO,2005,4631888,5,CO+2005+5
CT,2005,3506956,5,CT+2005+5
DE,2005,845150,5,DE+2005+5
DC,2005,567136,5,DC+2005+5
FL,2005,17842038,5,FL+2005+5
GA,2005,8925922,5,GA+2005+5
HI,2005,1292729,5,HI+2005+5
ID,2005,1428241,5,ID+2005+5
IL,2005,12609903,5,IL+2005+5
IN,2005,6278616,5,IN+2005+5
IA,2005,2964454,5,IA+2005+5
KS,2005,2745299,5,KS+2005+5
KY,2005,4182742,5,KY+2005+5
LA,2005,4576628,5,LA+2005+5
ME,2005,1318787,5,ME+2005+5
MD,2005,5592379,5,MD+2005+5
MA,2005,6403290,5,MA+2005+5
MI,2005,10051137,5,MI+2005+5
MN,2005,5119598,5,MN+2005+5
MS,2005,2905943,5,MS+2005+5
MO,2005,5790300,5,MO+2005+5
MT,2005,940102,5,MT+2005+5
NE,2005,1761497,5,NE+2005+5
NV,2005,2432143,5,NV+2005+5
NH,2005,1298492,5,NH+2005+5
NJ,2005,8651974,5,NJ+2005+5
NM,2005,1932274,5,NM+2005+5
NY,2005,19132610,5,NY+2005+5
NC,2005,8705407,5,NC+2005+5
ND,2005,646089,5,ND+2005+5
OH,2005,11463320,5,OH+2005+5
OK,2005,3548597,5,OK+2005+5
OR,2005,3613202,5,OR+2005+5
PA,2005,12449990,5,PA+2005+5
RI,2005,1067916,5,RI+2005+5
SC,2005,4270150,5,SC+2005+5
SD,2005,775493,5,SD+2005+5
TN,2005,5991057,5,TN+2005+5
TX,2005,22778123,5,TX+2005+5
UT,2005,2457719,5,UT+2005+5
VT,2005,621215,5,VT+2005+5
VA,2005,7577105,5,VA+2005+5
WA,2005,6257305,5,WA+2005+5
WV,2005,1820492,5,WV+2005+5
WI,2005,5546166,5,WI+2005+5
WY,2005,514157,5,WY+2005+5
PR,2005,3821362,5,PR+2005+5
AL,2005,4569805,6,AL+2005+6
AK,2005,666946,6,AK+2005+6
AZ,2005,5839077,6,AZ+2005+6
AR,2005,2781097,6,AR+2005+6
CA,2005,35827943,6,CA+2005+6
CO,2005,4631888,6,CO+2005+6
CT,2005,3506956,6,CT+2005+6
DE,2005,845150,6,DE+2005+6
DC,2005,567136,6,DC+2005+6
FL,2005,17842038,6,FL+2005+6
GA,2005,8925922,6,GA+2005+6
HI,2005,1292729,6,HI+2005+6
ID,2005,1428241,6,ID+2005+6
IL,2005,12609903,6,IL+2005+6
IN,2005,6278616,6,IN+2005+6
IA,2005,2964454,6,IA+2005+6
KS,2005,2745299,6,KS+2005+6
KY,2005,4182742,6,KY+2005+6
LA,2005,4576628,6,LA+2005+6
ME,2005,1318787,6,ME+2005+6
MD,2005,5592379,6,MD+2005+6
MA,2005,6403290,6,MA+2005+6
MI,2005,10051137,6,MI+2005+6
MN,2005,5119598,6,MN+2005+6
MS,2005,2905943,6,MS+2005+6
MO,2005,5790300,6,MO+2005+6
MT,2005,940102,6,MT+2005+6
NE,2005,1761497,6,NE+2005+6
NV,2005,2432143,6,NV+2005+6
NH,2005,1298492,6,NH+2005+6
NJ,2005,8651974,6,NJ+2005+6
NM,2005,1932274,6,NM+2005+6
NY,2005,19132610,6,NY+2005+6
NC,2005,8705407,6,NC+2005+6
ND,2005,646089,6,ND+2005+6
OH,2005,11463320,6,OH+2005+6
OK,2005,3548597,6,OK+2005+6
OR,2005,3613202,6,OR+2005+6
PA,2005,12449990,6,PA+2005+6
RI,2005,1067916,6,RI+2005+6
SC,2005,4270150,6,SC+2005+6
SD,2005,775493,6,SD+2005+6
TN,2005,5991057,6,TN+2005+6
TX,2005,22778123,6,TX+2005+6
UT,2005,2457719,6,UT+2005+6
VT,2005,621215,6,VT+2005+6
VA,2005,7577105,6,VA+2005+6
WA,2005,6257305,6,WA+2005+6
WV,2005,1820492,6,WV+2005+6
WI,2005,5546166,6,WI+2005+6
WY,2005,514157,6,WY+2005+6
PR,2005,3821362,6,PR+2005+6
AL,2005,4569805,7,AL+2005+7
AK,2005,666946,7,AK+2005+7
AZ,2005,5839077,7,AZ+2005+7
AR,2005,2781097,7,AR+2005+7
CA,2005,35827943,7,CA+2005+7
CO,2005,4631888,7,CO+2005+7
CT,2005,3506956,7,CT+2005+7
DE,2005,845150,7,DE+2005+7
DC,2005,567136,7,DC+2005+7
FL,2005,17842038,7,FL+2005+7
GA,2005,8925922,7,GA+2005+7
HI,2005,1292729,7,HI+2005+7
ID,2005,1428241,7,ID+2005+7
IL,2005,12609903,7,IL+2005+7
IN,2005,6278616,7,IN+2005+7
IA,2005,2964454,7,IA+2005+7
KS,2005,2745299,7,KS+2005+7
KY,2005,4182742,7,KY+2005+7
LA,2005,4576628,7,LA+2005+7
ME,2005,1318787,7,ME+2005+7
MD,2005,5592379,7,MD+2005+7
MA,2005,6403290,7,MA+2005+7
MI,2005,10051137,7,MI+2005+7
MN,2005,5119598,7,MN+2005+7
MS,2005,2905943,7,MS+2005+7
MO,2005,5790300,7,MO+2005+7
MT,2005,940102,7,MT+2005+7
NE,2005,1761497,7,NE+2005+7
NV,2005,2432143,7,NV+2005+7
NH,2005,1298492,7,NH+2005+7
NJ,2005,8651974,7,NJ+2005+7
NM,2005,1932274,7,NM+2005+7
NY,2005,19132610,7,NY+2005+7
NC,2005,8705407,7,NC+2005+7
ND,2005,646089,7,ND+2005+7
OH,2005,11463320,7,OH+2005+7
OK,2005,3548597,7,OK+2005+7
OR,2005,3613202,7,OR+2005+7
PA,2005,12449990,7,PA+2005+7
RI,2005,1067916,7,RI+2005+7
SC,2005,4270150,7,SC+2005+7
SD,2005,775493,7,SD+2005+7
TN,2005,5991057,7,TN+2005+7
TX,2005,22778123,7,TX+2005+7
UT,2005,2457719,7,UT+2005+7
VT,2005,621215,7,VT+2005+7
VA,2005,7577105,7,VA+2005+7
WA,2005,6257305,7,WA+2005+7
WV,2005,1820492,7,WV+2005+7
WI,2005,5546166,7,WI+2005+7
WY,2005,514157,7,WY+2005+7
PR,2005,3821362,7,PR+2005+7
AL,2005,4569805,8,AL+2005+8
AK,2005,666946,8,AK+2005+8
AZ,2005,5839077,8,AZ+2005+8
AR,2005,2781097,8,AR+2005+8
CA,2005,35827943,8,CA+2005+8
CO,2005,4631888,8,CO+2005+8
CT,2005,3506956,8,CT+2005+8
DE,2005,845150,8,DE+2005+8
DC,2005,567136,8,DC+2005+8
FL,2005,17842038,8,FL+2005+8
GA,2005,8925922,8,GA+2005+8
HI,2005,1292729,8,HI+2005+8
ID,2005,1428241,8,ID+2005+8
IL,2005,12609903,8,IL+2005+8
IN,2005,6278616,8,IN+2005+8
IA,2005,2964454,8,IA+2005+8
KS,2005,2745299,8,KS+2005+8
KY,2005,4182742,8,KY+2005+8
LA,2005,4576628,8,LA+2005+8
ME,2005,1318787,8,ME+2005+8
MD,2005,5592379,8,MD+2005+8
MA,2005,6403290,8,MA+2005+8
MI,2005,10051137,8,MI+2005+8
MN,2005,5119598,8,MN+2005+8
MS,2005,2905943,8,MS+2005+8
MO,2005,5790300,8,MO+2005+8
MT,2005,940102,8,MT+2005+8
NE,2005,1761497,8,NE+2005+8
NV,2005,2432143,8,NV+2005+8
NH,2005,1298492,8,NH+2005+8
NJ,2005,8651974,8,NJ+2005+8
NM,2005,1932274,8,NM+2005+8
NY,2005,19132610,8,NY+2005+8
NC,2005,8705407,8,NC+2005+8
ND,2005,646089,8,ND+2005+8
OH,2005,11463320,8,OH+2005+8
OK,2005,3548597,8,OK+2005+8
OR,2005,3613202,8,OR+2005+8
PA,2005,12449990,8,PA+2005+8
RI,2005,1067916,8,RI+2005+8
SC,2005,4270150,8,SC+2005+8
SD,2005,775493,8,SD+2005+8
TN,2005,5991057,8,TN+2005+8
TX,2005,22778123,8,TX+2005+8
UT,2005,2457719,8,UT+2005+8
VT,2005,621215,8,VT+2005+8
VA,2005,7577105,8,VA+2005+8
WA,2005,6257305,8,WA+2005+8
WV,2005,1820492,8,WV+2005+8
WI,2005,5546166,8,WI+2005+8
WY,2005,514157,8,WY+2005+8
PR,2005,3821362,8,PR+2005+8
AL,2005,4569805,9,AL+2005+9
AK,2005,666946,9,AK+2005+9
AZ,2005,5839077,9,AZ+2005+9
AR,2005,2781097,9,AR+2005+9
CA,2005,35827943,9,CA+2005+9
CO,2005,4631888,9,CO+2005+9
CT,2005,3506956,9,CT+2005+9
DE,2005,845150,9,DE+2005+9
DC,2005,567136,9,DC+2005+9
FL,2005,17842038,9,FL+2005+9
GA,2005,8925922,9,GA+2005+9
HI,2005,1292729,9,HI+2005+9
ID,2005,1428241,9,ID+2005+9
IL,2005,12609903,9,IL+2005+9
IN,2005,6278616,9,IN+2005+9
IA,2005,2964454,9,IA+2005+9
KS,2005,2745299,9,KS+2005+9
KY,2005,4182742,9,KY+2005+9
LA,2005,4576628,9,LA+2005+9
ME,2005,1318787,9,ME+2005+9
MD,2005,5592379,9,MD+2005+9
MA,2005,6403290,9,MA+2005+9
MI,2005,10051137,9,MI+2005+9
MN,2005,5119598,9,MN+2005+9
MS,2005,2905943,9,MS+2005+9
MO,2005,5790300,9,MO+2005+9
MT,2005,940102,9,MT+2005+9
NE,2005,1761497,9,NE+2005+9
NV,2005,2432143,9,NV+2005+9
NH,2005,1298492,9,NH+2005+9
NJ,2005,8651974,9,NJ+2005+9
NM,2005,1932274,9,NM+2005+9
NY,2005,19132610,9,NY+2005+9
NC,2005,8705407,9,NC+2005+9
ND,2005,646089,9,ND+2005+9
OH,2005,11463320,9,OH+2005+9
OK,2005,3548597,9,OK+2005+9
OR,2005,3613202,9,OR+2005+9
PA,2005,12449990,9,PA+2005+9
RI,2005,1067916,9,RI+2005+9
SC,2005,4270150,9,SC+2005+9
SD,2005,775493,9,SD+2005+9
TN,2005,5991057,9,TN+2005+9
TX,2005,22778123,9,TX+2005+9
UT,2005,2457719,9,UT+2005+9
VT,2005,621215,9,VT+2005+9
VA,2005,7577105,9,VA+2005+9
WA,2005,6257305,9,WA+2005+9
WV,2005,1820492,9,WV+2005+9
WI,2005,5546166,9,WI+2005+9
WY,2005,514157,9,WY+2005+9
PR,2005,3821362,9,PR+2005+9
AL,2005,4569805,10,AL+2005+10
AK,2005,666946,10,AK+2005+10
AZ,2005,5839077,10,AZ+2005+10
AR,2005,2781097,10,AR+2005+10
CA,2005,35827943,10,CA+2005+10
CO,2005,4631888,10,CO+2005+10
CT,2005,3506956,10,CT+2005+10
DE,2005,845150,10,DE+2005+10
DC,2005,567136,10,DC+2005+10
FL,2005,17842038,10,FL+2005+10
GA,2005,8925922,10,GA+2005+10
HI,2005,1292729,10,HI+2005+10
ID,2005,1428241,10,ID+2005+10
IL,2005,12609903,10,IL+2005+10
IN,2005,6278616,10,IN+2005+10
IA,2005,2964454,10,IA+2005+10
KS,2005,2745299,10,KS+2005+10
KY,2005,4182742,10,KY+2005+10
LA,2005,4576628,10,LA+2005+10
ME,2005,1318787,10,ME+2005+10
MD,2005,5592379,10,MD+2005+10
MA,2005,6403290,10,MA+2005+10
MI,2005,10051137,10,MI+2005+10
MN,2005,5119598,10,MN+2005+10
MS,2005,2905943,10,MS+2005+10
MO,2005,5790300,10,MO+2005+10
MT,2005,940102,10,MT+2005+10
NE,2005,1761497,10,NE+2005+10
NV,2005,2432143,10,NV+2005+10
NH,2005,1298492,10,NH+2005+10
NJ,2005,8651974,10,NJ+2005+10
NM,2005,1932274,10,NM+2005+10
NY,2005,19132610,10,NY+2005+10
NC,2005,8705407,10,NC+2005+10
ND,2005,646089,10,ND+2005+10
OH,2005,11463320,10,OH+2005+10
OK,2005,3548597,10,OK+2005+10
OR,2005,3613202,10,OR+2005+10
PA,2005,12449990,10,PA+2005+10
RI,2005,1067916,10,RI+2005+10
SC,2005,4270150,10,SC+2005+10
SD,2005,775493,10,SD+2005+10
TN,2005,5991057,10,TN+2005+10
TX,2005,22778123,10,TX+2005+10
UT,2005,2457719,10,UT+2005+10
VT,2005,621215,10,VT+2005+10
VA,2005,7577105,10,VA+2005+10
WA,2005,6257305,10,WA+2005+10
WV,2005,1820492,10,WV+2005+10
WI,2005,5546166,10,WI+2005+10
WY,2005,514157,10,WY+2005+10
PR,2005,3821362,10,PR+2005+10
AL,2005,4569805,11,AL+2005+11
AK,2005,666946,11,AK+2005+11
AZ,2005,5839077,11,AZ+2005+11
AR,2005,2781097,11,AR+2005+11
CA,2005,35827943,11,CA+2005+11
CO,2005,4631888,11,CO+2005+11
CT,2005,3506956,11,CT+2005+11
DE,2005,845150,11,DE+2005+11
DC,2005,567136,11,DC+2005+11
FL,2005,17842038,11,FL+2005+11
GA,2005,8925922,11,GA+2005+11
HI,2005,1292729,11,HI+2005+11
ID,2005,1428241,11,ID+2005+11
IL,2005,12609903,11,IL+2005+11
IN,2005,6278616,11,IN+2005+11
IA,2005,2964454,11,IA+2005+11
KS,2005,2745299,11,KS+2005+11
KY,2005,4182742,11,KY+2005+11
LA,2005,4576628,11,LA+2005+11
ME,2005,1318787,11,ME+2005+11
MD,2005,5592379,11,MD+2005+11
MA,2005,6403290,11,MA+2005+11
MI,2005,10051137,11,MI+2005+11
MN,2005,5119598,11,MN+2005+11
MS,2005,2905943,11,MS+2005+11
MO,2005,5790300,11,MO+2005+11
MT,2005,940102,11,MT+2005+11
NE,2005,1761497,11,NE+2005+11
NV,2005,2432143,11,NV+2005+11
NH,2005,1298492,11,NH+2005+11
NJ,2005,8651974,11,NJ+2005+11
NM,2005,1932274,11,NM+2005+11
NY,2005,19132610,11,NY+2005+11
NC,2005,8705407,11,NC+2005+11
ND,2005,646089,11,ND+2005+11
OH,2005,11463320,11,OH+2005+11
OK,2005,3548597,11,OK+2005+11
OR,2005,3613202,11,OR+2005+11
PA,2005,12449990,11,PA+2005+11
RI,2005,1067916,11,RI+2005+11
SC,2005,4270150,11,SC+2005+11
SD,2005,775493,11,SD+2005+11
TN,2005,5991057,11,TN+2005+11
TX,2005,22778123,11,TX+2005+11
UT,2005,2457719,11,UT+2005+11
VT,2005,621215,11,VT+2005+11
VA,2005,7577105,11,VA+2005+11
WA,2005,6257305,11,WA+2005+11
WV,2005,1820492,11,WV+2005+11
WI,2005,5546166,11,WI+2005+11
WY,2005,514157,11,WY+2005+11
PR,2005,3821362,11,PR+2005+11
AL,2005,4569805,12,AL+2005+12
AK,2005,666946,12,AK+2005+12
AZ,2005,5839077,12,AZ+2005+12
AR,2005,2781097,12,AR+2005+12
CA,2005,35827943,12,CA+2005+12
CO,2005,4631888,12,CO+2005+12
CT,2005,3506956,12,CT+2005+12
DE,2005,845150,12,DE+2005+12
DC,2005,567136,12,DC+2005+12
FL,2005,17842038,12,FL+2005+12
GA,2005,8925922,12,GA+2005+12
HI,2005,1292729,12,HI+2005+12
ID,2005,1428241,12,ID+2005+12
IL,2005,12609903,12,IL+2005+12
IN,2005,6278616,12,IN+2005+12
IA,2005,2964454,12,IA+2005+12
KS,2005,2745299,12,KS+2005+12
KY,2005,4182742,12,KY+2005+12
LA,2005,4576628,12,LA+2005+12
ME,2005,1318787,12,ME+2005+12
MD,2005,5592379,12,MD+2005+12
MA,2005,6403290,12,MA+2005+12
MI,2005,10051137,12,MI+2005+12
MN,2005,5119598,12,MN+2005+12
MS,2005,2905943,12,MS+2005+12
MO,2005,5790300,12,MO+2005+12
MT,2005,940102,12,MT+2005+12
NE,2005,1761497,12,NE+2005+12
NV,2005,2432143,12,NV+2005+12
NH,2005,1298492,12,NH+2005+12
NJ,2005,8651974,12,NJ+2005+12
NM,2005,1932274,12,NM+2005+12
NY,2005,19132610,12,NY+2005+12
NC,2005,8705407,12,NC+2005+12
ND,2005,646089,12,ND+2005+12
OH,2005,11463320,12,OH+2005+12
OK,2005,3548597,12,OK+2005+12
OR,2005,3613202,12,OR+2005+12
PA,2005,12449990,12,PA+2005+12
RI,2005,1067916,12,RI+2005+12
SC,2005,4270150,12,SC+2005+12
SD,2005,775493,12,SD+2005+12
TN,2005,5991057,12,TN+2005+12
TX,2005,22778123,12,TX+2005+12
UT,2005,2457719,12,UT+2005+12
VT,2005,621215,12,VT+2005+12
VA,2005,7577105,12,VA+2005+12
WA,2005,6257305,12,WA+2005+12
WV,2005,1820492,12,WV+2005+12
WI,2005,5546166,12,WI+2005+12
WY,2005,514157,12,WY+2005+12
PR,2005,3821362,12,PR+2005+12
AL,2006,4628981,1,AL+2006+1
AK,2006,675302,1,AK+2006+1
AZ,2006,6029141,1,AZ+2006+1
AR,2006,2821761,1,AR+2006+1
CA,2006,36021202,1,CA+2006+1
CO,2006,4720423,1,CO+2006+1
CT,2006,3517460,1,CT+2006+1
DE,2006,859268,1,DE+2006+1
DC,2006,570681,1,DC+2006+1
FL,2006,18166990,1,FL+2006+1
GA,2006,9155813,1,GA+2006+1
HI,2006,1309731,1,HI+2006+1
ID,2006,1468669,1,ID+2006+1
IL,2006,12643955,1,IL+2006+1
IN,2006,6332669,1,IN+2006+1
IA,2006,2982644,1,IA+2006+1
KS,2006,2762931,1,KS+2006+1
KY,2006,4219239,1,KY+2006+1
LA,2006,4302665,1,LA+2006+1
ME,2006,1323619,1,ME+2006+1
MD,2006,5627367,1,MD+2006+1
MA,2006,6410084,1,MA+2006+1
MI,2006,10036081,1,MI+2006+1
MN,2006,5163555,1,MN+2006+1
MS,2006,2904978,1,MS+2006+1
MO,2006,5842704,1,MO+2006+1
MT,2006,952692,1,MT+2006+1
NE,2006,1772693,1,NE+2006+1
NV,2006,2522658,1,NV+2006+1
NH,2006,1308389,1,NH+2006+1
NJ,2006,8661679,1,NJ+2006+1
NM,2006,1962137,1,NM+2006+1
NY,2006,19104631,1,NY+2006+1
NC,2006,8917270,1,NC+2006+1
ND,2006,649422,1,ND+2006+1
OH,2006,11481213,1,OH+2006+1
OK,2006,3594090,1,OK+2006+1
OR,2006,3670883,1,OR+2006+1
PA,2006,12510809,1,PA+2006+1
RI,2006,1063096,1,RI+2006+1
SC,2006,4357847,1,SC+2006+1
SD,2006,783033,1,SD+2006+1
TN,2006,6088766,1,TN+2006+1
TX,2006,23359580,1,TX+2006+1
UT,2006,2525507,1,UT+2006+1
VT,2006,622892,1,VT+2006+1
VA,2006,7673725,1,VA+2006+1
WA,2006,6370753,1,WA+2006+1
WV,2006,1827912,1,WV+2006+1
WI,2006,5577655,1,WI+2006+1
WY,2006,522667,1,WY+2006+1
PR,2006,3805214,1,PR+2006+1
AL,2006,4628981,2,AL+2006+2
AK,2006,675302,2,AK+2006+2
AZ,2006,6029141,2,AZ+2006+2
AR,2006,2821761,2,AR+2006+2
CA,2006,36021202,2,CA+2006+2
CO,2006,4720423,2,CO+2006+2
CT,2006,3517460,2,CT+2006+2
DE,2006,859268,2,DE+2006+2
DC,2006,570681,2,DC+2006+2
FL,2006,18166990,2,FL+2006+2
GA,2006,9155813,2,GA+2006+2
HI,2006,1309731,2,HI+2006+2
ID,2006,1468669,2,ID+2006+2
IL,2006,12643955,2,IL+2006+2
IN,2006,6332669,2,IN+2006+2
IA,2006,2982644,2,IA+2006+2
KS,2006,2762931,2,KS+2006+2
KY,2006,4219239,2,KY+2006+2
LA,2006,4302665,2,LA+2006+2
ME,2006,1323619,2,ME+2006+2
MD,2006,5627367,2,MD+2006+2
MA,2006,6410084,2,MA+2006+2
MI,2006,10036081,2,MI+2006+2
MN,2006,5163555,2,MN+2006+2
MS,2006,2904978,2,MS+2006+2
MO,2006,5842704,2,MO+2006+2
MT,2006,952692,2,MT+2006+2
NE,2006,1772693,2,NE+2006+2
NV,2006,2522658,2,NV+2006+2
NH,2006,1308389,2,NH+2006+2
NJ,2006,8661679,2,NJ+2006+2
NM,2006,1962137,2,NM+2006+2
NY,2006,19104631,2,NY+2006+2
NC,2006,8917270,2,NC+2006+2
ND,2006,649422,2,ND+2006+2
OH,2006,11481213,2,OH+2006+2
OK,2006,3594090,2,OK+2006+2
OR,2006,3670883,2,OR+2006+2
PA,2006,12510809,2,PA+2006+2
RI,2006,1063096,2,RI+2006+2
SC,2006,4357847,2,SC+2006+2
SD,2006,783033,2,SD+2006+2
TN,2006,6088766,2,TN+2006+2
TX,2006,23359580,2,TX+2006+2
UT,2006,2525507,2,UT+2006+2
VT,2006,622892,2,VT+2006+2
VA,2006,7673725,2,VA+2006+2
WA,2006,6370753,2,WA+2006+2
WV,2006,1827912,2,WV+2006+2
WI,2006,5577655,2,WI+2006+2
WY,2006,522667,2,WY+2006+2
PR,2006,3805214,2,PR+2006+2
AL,2006,4628981,3,AL+2006+3
AK,2006,675302,3,AK+2006+3
AZ,2006,6029141,3,AZ+2006+3
AR,2006,2821761,3,AR+2006+3
CA,2006,36021202,3,CA+2006+3
CO,2006,4720423,3,CO+2006+3
CT,2006,3517460,3,CT+2006+3
DE,2006,859268,3,DE+2006+3
DC,2006,570681,3,DC+2006+3
FL,2006,18166990,3,FL+2006+3
GA,2006,9155813,3,GA+2006+3
HI,2006,1309731,3,HI+2006+3
ID,2006,1468669,3,ID+2006+3
IL,2006,12643955,3,IL+2006+3
IN,2006,6332669,3,IN+2006+3
IA,2006,2982644,3,IA+2006+3
KS,2006,2762931,3,KS+2006+3
KY,2006,4219239,3,KY+2006+3
LA,2006,4302665,3,LA+2006+3
ME,2006,1323619,3,ME+2006+3
MD,2006,5627367,3,MD+2006+3
MA,2006,6410084,3,MA+2006+3
MI,2006,10036081,3,MI+2006+3
MN,2006,5163555,3,MN+2006+3
MS,2006,2904978,3,MS+2006+3
MO,2006,5842704,3,MO+2006+3
MT,2006,952692,3,MT+2006+3
NE,2006,1772693,3,NE+2006+3
NV,2006,2522658,3,NV+2006+3
NH,2006,1308389,3,NH+2006+3
NJ,2006,8661679,3,NJ+2006+3
NM,2006,1962137,3,NM+2006+3
NY,2006,19104631,3,NY+2006+3
NC,2006,8917270,3,NC+2006+3
ND,2006,649422,3,ND+2006+3
OH,2006,11481213,3,OH+2006+3
OK,2006,3594090,3,OK+2006+3
OR,2006,3670883,3,OR+2006+3
PA,2006,12510809,3,PA+2006+3
RI,2006,1063096,3,RI+2006+3
SC,2006,4357847,3,SC+2006+3
SD,2006,783033,3,SD+2006+3
TN,2006,6088766,3,TN+2006+3
TX,2006,23359580,3,TX+2006+3
UT,2006,2525507,3,UT+2006+3
VT,2006,622892,3,VT+2006+3
VA,2006,7673725,3,VA+2006+3
WA,2006,6370753,3,WA+2006+3
WV,2006,1827912,3,WV+2006+3
WI,2006,5577655,3,WI+2006+3
WY,2006,522667,3,WY+2006+3
PR,2006,3805214,3,PR+2006+3
AL,2006,4628981,4,AL+2006+4
AK,2006,675302,4,AK+2006+4
AZ,2006,6029141,4,AZ+2006+4
AR,2006,2821761,4,AR+2006+4
CA,2006,36021202,4,CA+2006+4
CO,2006,4720423,4,CO+2006+4
CT,2006,3517460,4,CT+2006+4
DE,2006,859268,4,DE+2006+4
DC,2006,570681,4,DC+2006+4
FL,2006,18166990,4,FL+2006+4
GA,2006,9155813,4,GA+2006+4
HI,2006,1309731,4,HI+2006+4
ID,2006,1468669,4,ID+2006+4
IL,2006,12643955,4,IL+2006+4
IN,2006,6332669,4,IN+2006+4
IA,2006,2982644,4,IA+2006+4
KS,2006,2762931,4,KS+2006+4
KY,2006,4219239,4,KY+2006+4
LA,2006,4302665,4,LA+2006+4
ME,2006,1323619,4,ME+2006+4
MD,2006,5627367,4,MD+2006+4
MA,2006,6410084,4,MA+2006+4
MI,2006,10036081,4,MI+2006+4
MN,2006,5163555,4,MN+2006+4
MS,2006,2904978,4,MS+2006+4
MO,2006,5842704,4,MO+2006+4
MT,2006,952692,4,MT+2006+4
NE,2006,1772693,4,NE+2006+4
NV,2006,2522658,4,NV+2006+4
NH,2006,1308389,4,NH+2006+4
NJ,2006,8661679,4,NJ+2006+4
NM,2006,1962137,4,NM+2006+4
NY,2006,19104631,4,NY+2006+4
NC,2006,8917270,4,NC+2006+4
ND,2006,649422,4,ND+2006+4
OH,2006,11481213,4,OH+2006+4
OK,2006,3594090,4,OK+2006+4
OR,2006,3670883,4,OR+2006+4
PA,2006,12510809,4,PA+2006+4
RI,2006,1063096,4,RI+2006+4
SC,2006,4357847,4,SC+2006+4
SD,2006,783033,4,SD+2006+4
TN,2006,6088766,4,TN+2006+4
TX,2006,23359580,4,TX+2006+4
UT,2006,2525507,4,UT+2006+4
VT,2006,622892,4,VT+2006+4
VA,2006,7673725,4,VA+2006+4
WA,2006,6370753,4,WA+2006+4
WV,2006,1827912,4,WV+2006+4
WI,2006,5577655,4,WI+2006+4
WY,2006,522667,4,WY+2006+4
PR,2006,3805214,4,PR+2006+4
AL,2006,4628981,5,AL+2006+5
AK,2006,675302,5,AK+2006+5
AZ,2006,6029141,5,AZ+2006+5
AR,2006,2821761,5,AR+2006+5
CA,2006,36021202,5,CA+2006+5
CO,2006,4720423,5,CO+2006+5
CT,2006,3517460,5,CT+2006+5
DE,2006,859268,5,DE+2006+5
DC,2006,570681,5,DC+2006+5
FL,2006,18166990,5,FL+2006+5
GA,2006,9155813,5,GA+2006+5
